dt,shop_id,sale_amt_3m
2016-11-30,21,53834.94
2016-06-30,2706,247365.39
2016-07-31,2706,247972.11
2016-06-30,2596,88557.27
2016-11-30,2596,63228.52
2016-10-31,2596,118040.56
2016-06-30,1729,34330.0
2016-12-31,1729,45121.74
2016-07-31,1729,44186.04
2016-08-31,1729,76316.75
2017-01-31,1729,28505.12
2016-11-30,1729,59505.17
2016-12-31,853,225906.19
2016-11-30,853,143578.87
2016-10-31,853,189209.5
2016-06-30,2334,258804.48
2016-12-31,2334,89131.31
2016-07-31,2334,293064.77
2016-09-30,2334,234018.47
2016-07-31,202,300594.05
2016-12-31,826,167515.28
2016-07-31,826,202414.12
2016-08-31,826,197452.61
2016-09-30,826,124288.09
2016-11-30,826,135660.67
2016-06-30,2190,98397.91
2016-12-31,2190,39308.7
2016-07-31,2190,183309.01
2016-08-31,2190,306111.49
2017-01-31,2190,38613.41
2016-11-30,2190,74325.73
2016-06-30,1082,44385.18
2016-12-31,1082,187211.84
2016-08-31,1082,187368.77
2016-10-31,1082,365083.77
2016-06-30,60,149061.63
2016-08-31,60,115784.75
2017-01-31,60,28684.52
2016-09-30,60,238240.37
2016-11-30,60,247246.97
2016-06-30,1023,93033.2
2017-01-31,1023,129804.61
2016-09-30,1023,68639.81
2016-11-30,1023,92826.22
2016-10-31,1023,67926.52
2016-12-31,463,276571.52
2016-08-31,463,224580.82
2016-09-30,463,323531.9
2016-07-31,1737,353158.71
2016-09-30,1737,330995.85
2016-06-30,230,193016.25
2016-12-31,230,237001.01
2016-07-31,230,241554.67
2017-01-31,230,326678.71
2016-09-30,230,665296.03
2016-11-30,230,380501.96
2016-10-31,230,636534.04
2016-06-30,846,169931.28
2017-01-31,846,129150.49
2016-09-30,846,249345.8
2016-11-30,846,64986.16
2016-10-31,846,134198.73
2016-12-31,2994,24539.42
2016-09-30,2994,21363.95
2016-11-30,2994,19933.6
2016-10-31,2994,18997.14
2016-06-30,2244,16557.16
2016-12-31,2244,58833.85
2017-01-31,2244,68565.39
2016-11-30,2244,58110.55
2016-12-31,232,36579.0
2016-07-31,232,32394.54
2017-01-31,232,45290.51
2016-09-30,232,25215.67
2016-11-30,232,29153.49
2016-12-31,1792,24045.21
2016-08-31,1792,70150.85
2017-01-31,1792,29337.1
2016-09-30,1792,63070.77
2016-10-31,1792,44021.76
2016-08-31,2501,655915.82
2017-01-31,2501,550157.21
2016-10-31,2501,429756.06
2016-06-30,1819,199492.14
2016-12-31,1819,463644.18
2016-07-31,1819,290134.12
2016-08-31,1819,442292.39
2016-09-30,1819,632990.91
2016-11-30,1819,659770.88
2016-06-30,1208,256982.75
2016-07-31,1208,231069.23
2016-09-30,1208,509629.24
2016-11-30,1208,415526.51
2016-12-31,2114,223038.88
2016-07-31,2114,164488.97
2017-01-31,2114,352166.94
2016-09-30,2114,227753.43
2016-11-30,2114,131100.9
2016-10-31,2114,160042.04
2016-06-30,1557,98603.94
2017-01-31,1557,165680.84
2016-11-30,1557,260810.06
2016-10-31,1557,448083.51
2016-07-31,396,104534.92
2016-08-31,396,113060.27
2016-09-30,396,103211.88
2016-11-30,396,62934.65
2016-11-30,2708,76703.59
2016-10-31,2708,114855.1
2016-06-30,48,62712.3
2016-08-31,48,278281.12
2017-01-31,48,110422.55
2016-10-31,48,489500.54
2016-06-30,642,90875.64
2016-12-31,642,29959.05
2016-07-31,642,82024.7
2016-08-31,642,99841.76
2017-01-31,642,41450.56
2016-11-30,642,25617.0
2016-10-31,642,53837.54
2016-06-30,2136,615790.13
2016-07-31,2136,516003.75
2016-08-31,2136,390142.47
2017-01-31,2136,191441.55
2016-11-30,2136,139435.03
2016-10-31,2136,197254.01
2016-06-30,367,32929.99
2016-08-31,367,57538.38
2017-01-31,367,36067.6
2016-09-30,367,71561.54
2016-10-31,367,58995.5
2016-07-31,2128,108824.93
2016-11-30,2128,90870.77
2016-06-30,2968,336249.12
2016-12-31,2968,257223.85
2016-07-31,2968,407610.82
2016-08-31,2968,442655.62
2016-12-31,1437,151681.72
2016-08-31,1437,171451.78
2017-01-31,1437,192127.1
2016-09-30,1437,176444.85
2016-11-30,1437,130826.52
2016-10-31,1437,149043.78
2016-06-30,2532,103685.64
2016-08-31,2532,161640.43
2017-01-31,2532,87129.62
2016-09-30,2532,162180.55
2016-06-30,931,61673.91
2016-12-31,931,35538.79
2016-07-31,931,59818.98
2016-09-30,931,37785.06
2016-11-30,931,26646.55
2016-06-30,601,264591.9
2016-08-31,601,536648.5
2016-10-31,601,81237.86
2016-06-30,1801,131330.46
2016-12-31,1801,106499.18
2016-07-31,1801,87106.67
2016-10-31,1801,66101.94
2016-06-30,2095,191652.47
2016-07-31,2095,185247.27
2016-10-31,2095,186616.61
2016-06-30,2549,59843.76
2016-07-31,2549,65750.99
2016-06-30,2436,121664.03
2016-07-31,2436,175617.57
2016-08-31,2436,221287.11
2017-01-31,2436,59784.29
2016-09-30,2436,218433.44
2016-08-31,1686,139176.59
2016-09-30,1686,132944.98
2016-11-30,1686,136542.85
2016-06-30,1201,65703.91
2016-07-31,1201,78660.34
2016-08-31,1201,120786.7
2017-01-31,1201,158675.91
2016-11-30,1201,150057.08
2016-08-31,2589,82883.86
2017-01-31,2589,563461.86
2016-06-30,1651,424071.84
2016-07-31,1651,513838.31
2016-08-31,1651,567089.29
2016-09-30,1651,519269.13
2016-12-31,739,211539.89
2016-08-31,739,342400.94
2016-09-30,739,405215.12
2016-11-30,739,274998.84
2017-01-31,2554,79842.82
2016-11-30,2554,25287.44
2016-10-31,2554,53427.74
2016-12-31,1921,25176.77
2016-08-31,1921,114367.54
2016-09-30,1921,61130.6
2016-10-31,1921,17337.63
2016-06-30,896,38092.81
2016-07-31,896,42576.34
2016-08-31,896,49760.42
2017-01-31,896,17632.33
2016-09-30,896,50720.09
2016-11-30,896,25082.94
2016-10-31,896,37406.85
2016-06-30,1451,124748.56
2016-07-31,1451,272695.86
2016-08-31,1451,365992.62
2016-09-30,1451,333640.81
2016-11-30,1451,145302.7
2016-06-30,14,63432.2
2017-01-31,14,122426.5
2016-11-30,14,75900.6
2016-10-31,14,85608.59
2016-06-30,261,22725.33
2016-07-31,261,21270.66
2016-08-31,261,27740.04
2017-01-31,261,20468.82
2016-11-30,261,28773.14
2016-10-31,261,40693.33
2016-12-31,1366,61508.89
2016-06-30,2253,96241.67
2016-12-31,2253,63708.82
2016-07-31,2253,102840.96
2016-11-30,2253,73210.19
2016-10-31,2253,104325.29
2016-06-30,2948,235943.61
2016-12-31,2948,85999.94
2016-08-31,2948,236489.4
2017-01-31,2948,129565.78
2016-10-31,2948,76605.69
2016-12-31,245,145397.18
2016-07-31,245,144700.43
2017-01-31,245,231082.47
2016-10-31,245,147504.48
2016-08-31,1059,48404.28
2016-10-31,1059,73253.14
2016-12-31,152,19015.8
2016-07-31,152,25130.35
2017-01-31,152,22391.08
2016-09-30,152,40098.97
2016-06-30,119,111546.08
2016-08-31,119,201778.38
2016-09-30,119,173966.82
2016-10-31,119,103983.63
2016-12-31,1209,73753.67
2017-01-31,1209,147315.72
2016-10-31,1209,94818.01
2016-06-30,1748,62138.26
2016-08-31,1748,53266.68
2016-09-30,1748,44487.6
2016-10-31,1748,35677.14
2016-06-30,151,334183.55
2016-07-31,151,271660.14
2016-11-30,151,26277.27
2016-06-30,1231,141124.36
2016-12-31,1231,30034.21
2017-01-31,1231,66619.03
2016-09-30,1231,61657.47
2016-11-30,1231,14239.47
2016-06-30,370,33754.31
2016-07-31,370,36670.76
2016-08-31,370,17089.01
2016-11-30,370,38625.8
2016-06-30,2183,239733.63
2017-01-31,2183,268039.3
2016-09-30,2183,726136.02
2016-11-30,2183,383217.87
2016-10-31,2183,629096.31
2016-07-31,407,273036.02
2016-11-30,407,373907.95
2016-10-31,407,303714.97
2016-06-30,698,174042.34
2016-07-31,698,194626.44
2016-08-31,698,204258.66
2017-01-31,698,334658.06
2016-11-30,698,132991.34
2016-10-31,698,155646.88
2016-06-30,1818,71550.02
2016-12-31,1818,119247.78
2016-07-31,1818,66934.59
2016-09-30,1818,134659.44
2016-11-30,256,248921.35
2017-01-31,2623,8357.01
2016-09-30,2623,14735.54
2016-10-31,2623,14085.84
2016-12-31,470,79350.95
2016-07-31,470,98724.62
2016-08-31,470,115737.5
2016-09-30,470,108692.62
2016-11-30,470,66073.51
2016-06-30,240,435703.37
2016-12-31,240,152313.3
2016-08-31,240,239110.81
2016-09-30,240,176251.67
2016-11-30,240,139693.14
2016-06-30,267,17162.52
2016-07-31,267,54565.66
2016-08-31,267,74962.62
2017-01-31,267,8760.08
2016-11-30,267,19857.12
2016-06-30,2912,137374.52
2016-07-31,2912,168785.77
2016-08-31,2912,140572.29
2017-01-31,2912,20544.64
2016-11-30,2912,37520.75
2016-10-31,2912,76910.55
2016-12-31,2979,43440.29
2016-07-31,2979,120569.23
2016-10-31,2979,139286.86
2016-06-30,1385,65431.7
2016-12-31,1385,70036.05
2016-08-31,1385,72103.27
2016-11-30,1385,70749.67
2016-06-30,1276,285489.16
2016-12-31,1276,324556.63
2016-06-30,1797,121617.36
2016-07-31,1797,120214.64
2017-01-31,1797,105798.79
2016-09-30,1797,151062.2
2016-09-30,1388,12872.93
2016-11-30,1388,12325.73
2017-01-31,1382,133269.2
2016-09-30,1382,101436.72
2016-10-31,1382,61361.12
2016-08-31,381,17288.07
2016-09-30,381,20378.79
2016-06-30,1015,100006.91
2016-12-31,1015,38938.09
2016-07-31,1015,106779.74
2017-01-31,1015,35311.53
2016-12-31,2661,120040.61
2016-08-31,2661,490246.63
2017-01-31,2661,136497.77
2016-10-31,2661,313917.31
2016-06-30,1539,99836.51
2016-08-31,1539,196480.79
2016-10-31,1539,249945.05
2016-06-30,206,293459.41
2016-12-31,206,29609.26
2016-09-30,206,718643.09
2016-11-30,206,170091.2
2016-12-31,110,33734.49
2016-07-31,110,26883.52
2016-09-30,110,64579.95
2016-11-30,110,39667.33
2016-07-31,493,230611.65
2017-01-31,493,13895.04
2016-11-30,493,445905.97
2016-12-31,1894,151616.47
2016-07-31,1894,114730.96
2016-08-31,1894,156001.47
2016-09-30,1894,184661.45
2016-11-30,1894,162596.06
2016-10-31,1894,185348.65
2016-06-30,1247,190012.98
2016-07-31,1247,221228.8
2016-08-31,1247,237631.45
2016-06-30,2660,35671.35
2016-12-31,2660,51877.67
2016-07-31,2660,32145.35
2017-01-31,2660,39388.81
2016-09-30,2660,40703.9
2016-11-30,2660,61586.52
2016-10-31,2660,59128.48
2016-06-30,1312,181800.09
2016-11-30,1312,475828.34
2016-10-31,1312,582563.89
2016-12-31,991,235043.76
2016-07-31,991,271383.07
2016-08-31,991,319528.94
2016-11-30,991,226244.77
2016-07-31,1055,171606.07
2016-08-31,1055,98462.95
2017-01-31,1055,223816.19
2016-09-30,1055,67292.8
2016-11-30,1055,47387.53
2016-06-30,988,646938.1
2016-12-31,988,466652.31
2017-01-31,988,387995.77
2016-09-30,988,610813.56
2016-11-30,988,566945.57
2016-11-30,663,159586.11
2016-10-31,663,242965.63
2016-12-31,1250,75701.14
2016-07-31,1250,131973.14
2016-08-31,1250,84451.96
2017-01-31,1250,114737.44
2016-06-30,1573,159225.03
2016-07-31,1573,146382.71
2016-08-31,1573,171277.91
2016-09-30,1573,191290.57
2016-10-31,1573,169908.24
2016-08-31,466,323428.7
2016-09-30,466,320971.48
2016-11-30,466,86595.62
2016-06-30,1652,155615.55
2016-07-31,1652,200463.23
2016-08-31,1652,238717.35
2017-01-31,1652,85148.55
2016-06-30,192,133222.32
2016-12-31,192,255903.56
2017-01-31,192,348105.97
2016-11-30,192,158304.6
2016-10-31,192,222959.38
2016-06-30,2627,181062.76
2017-01-31,2627,235369.9
2016-10-31,2627,199529.06
2016-06-30,1591,233860.99
2016-12-31,1591,74390.35
2016-08-31,1591,389146.67
2017-01-31,1591,77695.53
2016-09-30,1591,304393.94
2016-11-30,1591,100136.14
2016-12-31,1156,23528.16
2016-07-31,1156,33672.48
2016-08-31,1156,57091.67
2017-01-31,462,546078.06
2016-09-30,462,168493.21
2016-11-30,462,197381.82
2017-01-31,1369,28492.15
2016-09-30,1369,60136.97
2016-11-30,1369,43702.12
2016-10-31,1369,60370.72
2016-06-30,2731,292463.31
2016-12-31,2731,89154.68
2016-10-31,2731,21981.15
2016-07-31,2412,114927.54
2016-09-30,2412,111343.97
2016-06-30,1604,107656.66
2016-12-31,1604,122144.74
2016-07-31,1604,114710.31
2017-01-31,1604,118057.91
2016-09-30,1604,247291.82
2016-10-31,1604,232144.63
2016-06-30,2932,77613.69
2016-12-31,2932,37801.27
2016-07-31,2932,76240.29
2016-08-31,2932,88146.02
2017-01-31,2932,52922.44
2016-09-30,1984,83589.16
2016-11-30,1984,85050.14
2016-10-31,1984,96317.94
2016-12-31,1579,57079.78
2016-08-31,1579,154494.92
2016-11-30,1579,104504.81
2016-10-31,1579,154774.26
2016-12-31,2818,135635.06
2016-08-31,2818,726029.01
2016-08-31,1733,36373.08
2017-01-31,1733,30851.08
2016-09-30,1733,44234.8
2016-11-30,1733,26004.54
2016-10-31,1733,40691.45
2016-06-30,1160,171938.5
2016-07-31,1160,299233.1
2016-08-31,1160,455076.07
2017-01-31,1160,68382.26
2016-10-31,1160,495648.54
2016-12-31,1213,46156.86
2017-01-31,1213,85831.61
2016-09-30,1213,104602.27
2016-11-30,1213,49284.75
2016-12-31,30,70143.97
2016-07-31,30,48459.29
2016-11-30,30,74929.91
2016-10-31,30,68617.3
2016-07-31,293,75782.38
2016-09-30,293,132054.38
2016-10-31,293,115568.73
2016-06-30,2599,38428.39
2016-12-31,2599,38418.48
2016-07-31,2599,37601.61
2016-08-31,2599,43333.74
2017-01-31,2599,47927.7
2016-12-31,856,42760.86
2016-08-31,856,119252.88
2016-09-30,856,119989.13
2016-10-31,856,109184.62
2016-06-30,632,143815.92
2016-11-30,632,156816.93
2016-10-31,632,205819.37
2016-06-30,393,86695.75
2016-12-31,393,82351.04
2016-08-31,393,218518.15
2017-01-31,393,61945.82
2016-06-30,458,53284.05
2016-07-31,458,71265.92
2016-11-30,458,38136.79
2016-10-31,458,52257.28
2016-06-30,2249,59444.82
2016-12-31,2249,430951.22
2016-08-31,2249,272634.44
2016-11-30,2249,646652.73
2016-06-30,1586,531703.72
2016-12-31,1586,114355.0
2016-07-31,1586,482646.11
2016-08-31,1586,428076.9
2017-01-31,1586,259796.86
2016-11-30,1586,85416.16
2016-10-31,1586,173662.87
2016-07-31,2094,351325.83
2017-01-31,2094,258786.31
2016-06-30,1622,37334.83
2016-12-31,1622,16753.26
2016-09-30,1622,72965.71
2016-06-30,2883,305781.15
2016-07-31,2883,387850.24
2016-11-30,2883,320598.36
2016-10-31,2883,416327.6
2016-06-30,1034,22453.59
2016-07-31,1034,115207.54
2016-08-31,1034,200423.98
2017-01-31,1034,429881.44
2016-09-30,1034,206730.97
2016-10-31,1034,96111.62
2016-06-30,886,81496.15
2016-12-31,886,166469.54
2016-08-31,886,171399.94
2017-01-31,886,170435.69
2016-09-30,886,207371.01
2016-10-31,886,195270.93
2016-06-30,2137,17445.83
2016-08-31,2137,39905.12
2016-11-30,2137,98616.58
2016-10-31,2137,50312.24
2016-12-31,1785,49564.75
2016-07-31,1785,136785.87
2017-01-31,1785,62605.75
2016-09-30,1785,132180.09
2016-11-30,1785,49921.56
2017-01-31,2991,14366.67
2016-09-30,2991,19506.91
2016-11-30,2991,14632.62
2016-10-31,2991,18339.84
2016-12-31,1091,39518.65
2016-07-31,1091,76010.76
2016-08-31,1091,72020.07
2016-11-30,1091,38010.46
2016-10-31,1091,51159.16
2016-07-31,1817,164753.07
2017-01-31,1817,68648.94
2016-09-30,944,143351.8
2016-11-30,944,81549.12
2016-06-30,1411,196653.45
2016-12-31,1411,268092.16
2016-07-31,1411,271781.68
2016-08-31,1411,347535.48
2016-06-30,519,143067.01
2016-07-31,519,116392.78
2017-01-31,519,98621.3
2016-11-30,519,81264.92
2016-10-31,519,105350.75
2016-06-30,1909,407191.46
2016-08-31,1909,619363.88
2017-01-31,1909,587346.96
2016-09-30,1909,633686.44
2016-10-31,1909,470859.56
2017-01-31,2591,38123.28
2016-11-30,2591,59116.92
2016-10-31,2591,85350.12
2016-12-31,771,184612.06
2016-08-31,771,355008.76
2016-09-30,771,332475.41
2016-11-30,771,143839.61
2017-01-31,2333,29894.14
2017-01-31,2888,26366.97
2016-09-30,2888,20183.62
2016-10-31,2888,17905.88
2016-06-30,1110,54722.01
2016-12-31,1110,66798.96
2016-07-31,1110,71189.08
2016-08-31,1110,96456.62
2016-11-30,1110,54864.08
2016-10-31,1110,82392.58
2016-06-30,1889,23809.07
2016-07-31,1889,25214.76
2017-01-31,1889,16517.3
2016-11-30,1889,16985.19
2016-12-31,842,154602.05
2016-07-31,842,271819.26
2016-11-30,842,145456.08
2016-12-31,2043,476483.61
2016-07-31,2043,270866.68
2016-08-31,2043,395961.52
2016-09-30,2043,540885.52
2016-11-30,2043,539968.51
2016-12-31,1866,79611.2
2017-01-31,1866,123074.03
2016-12-31,2206,149408.28
2016-07-31,2206,237161.73
2016-08-31,2206,232204.34
2016-09-30,2206,168324.88
2016-06-30,2618,85031.18
2016-08-31,2618,120346.88
2017-01-31,2618,165499.13
2016-09-30,2618,134191.29
2016-10-31,2618,114438.57
2016-06-30,560,534554.09
2016-07-31,560,524080.06
2016-08-31,560,626231.99
2017-01-31,560,622049.61
2016-09-30,560,574617.88
2016-11-30,560,498824.15
2016-10-31,560,554934.98
2016-08-31,2382,76551.32
2016-09-30,2382,85200.77
2016-07-31,297,107991.18
2016-08-31,297,129892.54
2017-01-31,297,93890.94
2016-07-31,1735,167228.59
2017-01-31,1735,166313.76
2016-09-30,1735,280274.69
2016-11-30,1735,131718.71
2016-12-31,282,129223.34
2016-07-31,282,201634.34
2017-01-31,282,173391.13
2016-10-31,282,248639.1
2016-09-30,1538,75637.44
2016-06-30,2849,126222.15
2016-08-31,2849,287941.37
2017-01-31,2849,394343.23
2016-09-30,2849,347868.96
2016-12-31,849,203837.2
2016-08-31,849,259589.56
2017-01-31,849,215508.36
2016-09-30,849,312563.68
2016-06-30,2245,87245.65
2016-12-31,2245,140516.46
2016-07-31,2812,418062.4
2016-06-30,2032,513610.34
2016-07-31,2032,610350.35
2016-08-31,2032,687246.93
2017-01-31,2032,392368.71
2016-09-30,2032,621316.04
2016-11-30,2032,261237.41
2016-06-30,2434,198632.36
2016-07-31,2434,248778.62
2016-08-31,2434,261172.82
2017-01-31,2434,314559.43
2017-01-31,1167,35733.57
2016-09-30,1167,190556.13
2016-11-30,1167,145859.4
2016-12-31,2762,61138.77
2017-01-31,2762,62297.67
2016-12-31,1837,123738.09
2016-07-31,1837,94336.2
2016-08-31,1837,102044.02
2016-07-31,1980,67969.14
2016-08-31,1980,92861.08
2016-06-30,2716,141361.08
2016-06-30,1962,59442.35
2016-12-31,1962,61558.95
2016-07-31,1962,88724.11
2016-11-30,1962,60241.04
2016-10-31,1962,86749.25
2016-07-31,2834,15910.38
2016-08-31,2834,14652.45
2017-01-31,2834,46625.17
2016-09-30,2834,24221.96
2016-06-30,766,334442.57
2016-12-31,766,54687.32
2016-07-31,766,423982.47
2016-11-30,766,35878.67
2016-12-31,2484,22634.48
2016-07-31,2484,35732.81
2016-08-31,2484,62938.12
2016-09-30,2484,85067.28
2016-11-30,2484,45029.92
2016-10-31,2484,77897.16
2016-12-31,116,533802.39
2016-07-31,116,449766.65
2016-09-30,116,576796.91
2016-10-31,116,461192.08
2016-12-31,2855,63617.88
2016-07-31,2855,58853.95
2016-08-31,2855,81105.18
2016-09-30,2855,103959.32
2016-06-30,1788,41143.31
2016-08-31,1788,78627.63
2016-09-30,1788,79067.04
2016-10-31,1788,57943.24
2016-07-31,1354,25887.91
2016-08-31,1354,35962.92
2017-01-31,1354,55269.62
2016-11-30,1354,45620.98
2016-10-31,1354,50014.23
2016-07-31,1434,176964.79
2016-08-31,1434,356704.78
2016-11-30,1434,106245.51
2016-06-30,578,225631.22
2017-01-31,578,134783.25
2016-09-30,578,197767.87
2016-11-30,578,69371.98
2016-10-31,578,103496.48
2016-06-30,82,572657.1
2016-12-31,82,195307.31
2016-09-30,82,528419.33
2016-11-30,82,194811.12
2016-10-31,82,276039.67
2016-06-30,1158,39123.27
2016-08-31,1158,47756.32
2017-01-31,1158,43196.14
2016-10-31,1158,45369.06
2016-06-30,2254,26945.96
2016-12-31,2254,31031.96
2016-07-31,2254,20778.56
2016-08-31,2254,33677.58
2017-01-31,2254,29181.82
2016-09-30,2254,48146.66
2016-10-31,2254,58253.88
2016-08-31,637,263922.01
2016-09-30,637,141715.41
2016-12-31,866,113232.44
2016-07-31,866,200391.27
2016-10-31,866,115616.88
2016-06-30,2058,48716.49
2016-12-31,2058,22004.27
2016-07-31,2058,46391.34
2016-07-31,1774,88330.62
2016-08-31,1774,96172.24
2017-01-31,1774,8876.54
2016-10-31,1774,52249.93
2016-06-30,1179,26929.53
2016-12-31,1179,16534.63
2016-07-31,1179,33022.97
2016-08-31,1179,32135.44
2017-01-31,1179,19718.52
2016-09-30,1179,29151.06
2016-11-30,1179,16502.25
2016-10-31,1179,20693.56
2016-06-30,1803,233303.44
2016-12-31,1803,152751.33
2017-01-31,1803,192237.77
2016-11-30,1803,144332.37
2016-06-30,2330,478123.97
2016-07-31,2330,467178.27
2017-01-31,2330,447422.77
2016-09-30,2330,703239.75
2016-11-30,2330,454874.53
2016-10-31,2330,625044.77
2016-12-31,1569,170527.54
2016-07-31,1569,520602.05
2016-08-31,1569,468210.89
2016-11-30,1569,208750.27
2017-01-31,865,420740.72
2016-11-30,865,472074.75
2016-10-31,865,547516.75
2016-06-30,1613,223136.68
2016-08-31,1613,277825.9
2017-01-31,1613,656235.95
2016-11-30,1613,287016.96
2016-10-31,1613,249969.57
2016-12-31,717,279746.28
2016-07-31,717,521614.8
2016-09-30,717,726036.72
2016-10-31,717,682816.52
2016-07-31,406,249983.03
2016-08-31,406,363856.73
2016-10-31,406,352216.45
2016-06-30,684,82814.4
2017-01-31,684,57425.94
2016-09-30,684,68195.82
2016-07-31,1685,47915.61
2017-01-31,1685,33236.44
2016-10-31,1685,74193.91
2016-12-31,309,35724.05
2016-07-31,309,181969.66
2016-08-31,309,195676.39
2016-12-31,593,26556.11
2016-07-31,593,21284.62
2016-08-31,593,22259.25
2017-01-31,593,32211.43
2016-11-30,593,23875.89
2016-10-31,593,22798.02
2016-07-31,1350,85877.7
2016-08-31,1350,100015.58
2017-01-31,1350,309280.24
2016-06-30,869,48025.5
2016-08-31,869,81685.67
2016-09-30,869,77150.18
2016-12-31,67,33731.52
2016-07-31,67,72362.8
2016-07-31,2349,55641.96
2017-01-31,2349,44249.72
2016-10-31,2349,60548.3
2016-06-30,1279,26081.32
2017-01-31,1279,34240.8
2016-09-30,1279,27961.97
2016-11-30,1279,25051.3
2016-10-31,1279,25921.86
2016-12-31,2383,24299.77
2016-08-31,2383,213976.3
2016-09-30,2383,190810.4
2016-11-30,2383,46310.19
2016-06-30,106,139209.14
2016-12-31,106,31167.42
2016-08-31,106,185287.86
2017-01-31,106,89717.73
2016-06-30,1697,11081.02
2016-12-31,1697,353569.13
2016-09-30,1697,389783.96
2016-12-31,1428,218521.32
2016-07-31,1428,297247.66
2016-08-31,1428,264502.16
2016-09-30,1428,223966.43
2016-10-31,1428,189213.29
2016-12-31,2463,60072.55
2016-07-31,2463,185187.21
2017-01-31,2463,20678.61
2016-11-30,2463,191082.26
2016-12-31,1941,221905.26
2016-07-31,1941,449880.46
2016-08-31,1941,448468.08
2017-01-31,1941,292064.37
2016-09-30,1941,401769.81
2016-06-30,319,28371.4
2016-10-31,319,61858.0
2016-06-30,90,118157.19
2016-07-31,90,156822.88
2016-09-30,90,217371.26
2016-08-31,1243,46584.29
2017-01-31,1243,38447.31
2016-06-30,1751,110052.75
2016-12-31,1751,133468.58
2016-08-31,1751,136719.54
2017-01-31,1751,255947.0
2016-10-31,1751,146866.4
2016-06-30,24,149310.4
2016-07-31,24,206638.3
2017-01-31,24,276138.3
2016-10-31,24,209452.75
2016-12-31,33,24523.93
2016-07-31,33,19057.76
2017-01-31,33,28643.3
2016-09-30,33,32599.96
2016-10-31,33,27919.76
2016-06-30,954,114037.65
2016-07-31,954,124129.01
2016-08-31,954,125534.32
2017-01-31,954,126364.79
2016-09-30,954,116065.99
2016-06-30,1473,48796.2
2016-07-31,1473,44546.74
2016-11-30,1473,50301.91
2016-07-31,1479,137582.66
2016-06-30,808,554252.29
2016-12-31,808,499568.28
2017-01-31,808,611304.32
2016-09-30,808,448562.02
2016-11-30,808,445117.34
2016-10-31,808,419168.31
2016-07-31,2399,155523.33
2016-08-31,2399,246556.46
2016-09-30,2399,305485.51
2016-11-30,2399,293037.48
2016-10-31,2399,287407.69
2016-07-31,348,199032.08
2016-10-31,348,112865.13
2016-12-31,2557,233329.05
2016-07-31,2557,221652.52
2017-01-31,2557,223694.28
2016-07-31,2282,70347.43
2017-01-31,2282,42760.53
2016-11-30,2282,41261.42
2016-10-31,2282,66016.95
2016-06-30,691,89955.61
2016-12-31,691,41750.38
2016-07-31,691,103008.18
2016-08-31,691,87870.07
2017-01-31,691,50042.15
2016-09-30,691,86143.0
2016-12-31,315,36289.99
2016-07-31,315,22524.89
2016-08-31,315,24792.14
2016-09-30,315,28290.95
2016-11-30,315,32394.79
2016-10-31,315,34551.76
2016-06-30,685,289953.23
2016-07-31,685,271386.95
2016-08-31,685,255565.82
2016-09-30,685,189617.34
2016-11-30,685,98875.15
2016-06-30,1645,41597.42
2016-08-31,1645,183779.17
2017-01-31,1645,182687.1
2016-11-30,1645,97536.06
2016-12-31,1712,22200.02
2017-01-31,1712,26609.8
2016-11-30,1712,21134.61
2016-09-30,2490,135399.91
2016-11-30,2490,61029.91
2016-10-31,2490,107283.74
2016-06-30,736,679239.72
2016-08-31,736,822255.44
2017-01-31,736,490679.68
2016-09-30,736,718935.29
2016-06-30,274,93712.74
2016-11-30,274,87610.72
2016-10-31,274,169654.51
2016-06-30,2196,113042.25
2016-07-31,2196,98746.46
2017-01-31,2196,51944.32
2016-09-30,2196,78649.93
2016-10-31,2196,67547.44
2016-12-31,2934,204337.44
2016-07-31,2934,131132.28
2017-01-31,2934,331388.6
2016-09-30,2934,53315.86
2016-07-31,1496,21745.75
2016-08-31,1496,31670.43
2017-01-31,1496,28595.4
2016-12-31,512,41809.77
2017-01-31,512,29778.99
2016-11-30,512,50490.58
2016-07-31,485,52188.64
2016-09-30,485,153040.42
2016-10-31,485,153868.85
2016-12-31,1996,385206.52
2016-07-31,1996,246377.49
2016-08-31,1996,300535.04
2017-01-31,1996,255819.99
2016-11-30,1996,475059.71
2016-10-31,1996,559870.94
2016-12-31,2608,314768.89
2016-07-31,2608,35127.88
2016-08-31,2608,161353.66
2016-09-30,2608,292089.98
2016-06-30,286,101088.64
2016-12-31,286,108713.05
2016-08-31,286,225914.59
2016-09-30,286,165772.61
2016-12-31,2055,168769.99
2016-07-31,2055,175514.78
2017-01-31,2055,253898.39
2016-09-30,2055,131765.67
2016-11-30,2055,129638.13
2016-07-31,832,165514.82
2016-08-31,832,124246.3
2016-10-31,832,119748.39
2016-07-31,394,82589.77
2016-08-31,394,99837.58
2017-01-31,394,61633.36
2016-10-31,394,53506.04
2016-06-30,803,128974.72
2016-12-31,803,177232.31
2016-12-31,201,138746.68
2016-07-31,201,53897.91
2016-08-31,201,136376.78
2017-01-31,201,157104.12
2016-09-30,201,196885.86
2016-11-30,201,153225.13
2016-07-31,1454,25967.21
2016-09-30,1454,40051.39
2016-10-31,1454,32222.99
2016-06-30,2323,85433.5
2016-07-31,2323,96567.55
2016-08-31,2323,82780.7
2017-01-31,2323,29691.44
