ord_dt,sale_amt,offer_amt,offer_cnt,shop_id_x,rtn_cnt,rtn_amt,ord_cnt,pid,user_cnt,on_dt,off_dt,brand,cate,shop_id_y
2017-04-20,16.52,17.66,1,1338,0,0.0,1,8851303,1,2017-02-24,,2779.0,263.0,1338.0
2017-04-02,33.04,35.32,2,1338,0,0.0,2,8851303,2,2017-02-24,,2779.0,263.0,1338.0
2017-03-08,16.52,17.66,1,1338,0,0.0,1,8851303,1,2017-02-24,,2779.0,263.0,1338.0
2017-04-03,16.52,17.66,1,1338,0,0.0,1,8851308,1,2017-02-24,,2779.0,263.0,1338.0
2017-04-04,16.52,17.66,1,1338,0,0.0,1,8851308,1,2017-02-24,,2779.0,263.0,1338.0
2017-04-23,16.52,17.66,1,1338,0,0.0,1,8851312,1,2017-02-24,,2779.0,263.0,1338.0
2017-04-30,16.52,17.66,1,1338,0,0.0,1,8851312,1,2017-02-24,,2779.0,263.0,1338.0
2017-04-03,16.52,17.66,1,1338,0,0.0,1,8851312,1,2017-02-24,,2779.0,263.0,1338.0
2017-04-01,33.04,35.32,2,1338,0,0.0,2,8851312,2,2017-02-24,,2779.0,263.0,1338.0
2017-04-14,16.52,17.66,1,1338,0,0.0,1,8851312,1,2017-02-24,,2779.0,263.0,1338.0
2017-04-08,16.52,17.66,1,1338,0,0.0,1,8851312,1,2017-02-24,,2779.0,263.0,1338.0
2017-03-23,16.52,17.66,1,1338,0,0.0,1,8851312,1,2017-02-24,,2779.0,263.0,1338.0
2017-03-30,33.04,35.32,1,1338,0,0.0,1,8851321,1,2017-02-24,,2779.0,263.0,1338.0
2017-03-19,16.52,17.66,1,1338,0,0.0,1,8851321,1,2017-02-24,,2779.0,263.0,1338.0
2017-03-30,16.52,17.66,1,1338,0,0.0,1,8851330,1,2017-02-24,,2779.0,263.0,1338.0
2017-04-07,16.52,17.66,1,1338,0,0.0,1,8851344,1,2017-02-24,,2779.0,263.0,1338.0
2017-03-30,16.52,17.66,1,1338,0,0.0,1,8851353,1,2017-02-24,,2779.0,263.0,1338.0
2017-04-14,16.52,17.66,1,1338,0,0.0,1,8851353,1,2017-02-24,,2779.0,263.0,1338.0
2017-03-24,16.52,17.66,1,1338,0,0.0,1,8851353,1,2017-02-24,,2779.0,263.0,1338.0
2017-03-25,33.04,35.32,2,1338,0,0.0,2,8851353,2,2017-02-24,,2779.0,263.0,1338.0
2017-03-11,16.52,17.66,1,1338,0,0.0,1,8851353,1,2017-02-24,,2779.0,263.0,1338.0
2017-03-22,16.52,17.66,1,1338,0,0.0,1,8851353,1,2017-02-24,,2779.0,263.0,1338.0
2017-03-16,33.04,35.32,2,1338,0,0.0,2,8851358,2,2017-02-24,,2779.0,263.0,1338.0
2017-04-12,72.68,0.0,0,1338,0,0.0,1,8962987,1,2017-02-26,,2779.0,255.0,1338.0
2017-04-15,20.65,15.82,1,1338,0,0.0,1,9493495,1,2017-03-07,,2779.0,257.0,1338.0
2017-04-09,20.65,15.82,1,1338,0,0.0,1,9493495,1,2017-03-07,,2779.0,257.0,1338.0
2017-03-18,20.65,15.82,1,1338,0,0.0,1,9493495,1,2017-03-07,,2779.0,257.0,1338.0
2017-04-07,20.65,15.82,1,1338,0,0.0,1,9493495,1,2017-03-07,,2779.0,257.0,1338.0
2017-04-10,20.65,15.82,1,1338,0,0.0,1,9493499,1,2017-03-07,,2779.0,257.0,1338.0
2017-04-07,20.65,15.82,1,1338,0,0.0,1,9493504,1,2017-03-07,,2779.0,257.0,1338.0
2017-04-04,20.65,15.82,1,1338,0,0.0,1,9493504,1,2017-03-07,,2779.0,257.0,1338.0
2017-03-11,16.52,11.04,1,1338,0,0.0,1,9496184,1,2017-03-07,,2779.0,129.0,1338.0
2017-03-26,16.52,11.04,1,1338,0,0.0,1,9496184,1,2017-03-07,,2779.0,129.0,1338.0
2017-03-15,16.52,11.04,1,1338,0,0.0,1,9496193,1,2017-03-07,,2779.0,129.0,1338.0
2017-04-19,16.52,11.04,1,1338,0,0.0,1,9496193,1,2017-03-07,,2779.0,129.0,1338.0
2017-03-21,16.52,11.04,1,1338,0,0.0,1,9496193,1,2017-03-07,,2779.0,129.0,1338.0
2017-04-14,198.23,114.04,10,1338,0,0.0,10,9496661,10,2017-03-07,,2779.0,129.0,1338.0
2017-03-27,19.82,11.4,1,1338,0,0.0,1,9496661,1,2017-03-07,,2779.0,129.0,1338.0
2017-04-24,79.29,45.62,4,1338,0,0.0,4,9496661,4,2017-03-07,,2779.0,129.0,1338.0
2017-04-29,38.65,23.25,2,1338,0,0.0,2,9496661,2,2017-03-07,,2779.0,129.0,1338.0
2017-04-15,218.05,125.45,11,1338,0,0.0,11,9496661,11,2017-03-07,,2779.0,129.0,1338.0
2017-03-30,19.82,11.4,1,1338,0,0.0,1,9496661,1,2017-03-07,,2779.0,129.0,1338.0
2017-04-02,19.82,11.4,1,1338,0,0.0,1,9496661,1,2017-03-07,,2779.0,129.0,1338.0
2017-03-21,19.82,11.4,1,1338,0,0.0,1,9496661,1,2017-03-07,,2779.0,129.0,1338.0
2017-04-26,79.29,45.62,3,1338,0,0.0,3,9496661,3,2017-03-07,,2779.0,129.0,1338.0
2017-03-26,19.82,11.4,1,1338,0,0.0,1,9496661,1,2017-03-07,,2779.0,129.0,1338.0
2017-04-06,19.82,11.4,1,1338,0,0.0,1,9496661,1,2017-03-07,,2779.0,129.0,1338.0
2017-04-09,39.65,22.81,2,1338,0,0.0,2,9496661,2,2017-03-07,,2779.0,129.0,1338.0
2017-04-16,19.82,11.4,1,1338,0,0.0,1,9496661,1,2017-03-07,,2779.0,129.0,1338.0
2017-04-23,19.82,11.4,1,1338,0,0.0,1,9496670,1,2017-03-07,,2779.0,129.0,1338.0
2017-04-08,19.82,11.4,1,1338,0,0.0,1,9496670,1,2017-03-07,,2779.0,129.0,1338.0
2017-04-19,19.82,11.4,1,1338,0,0.0,1,9496670,1,2017-03-07,,2779.0,129.0,1338.0
2017-04-25,19.82,11.4,1,1338,0,0.0,1,9496670,1,2017-03-07,,2779.0,129.0,1338.0
2017-03-13,12.39,15.82,1,1338,0,0.0,1,9549740,1,2017-03-08,,2779.0,259.0,1338.0
2017-03-11,18.17,12.51,1,1338,0,0.0,1,9551272,1,2017-03-08,,2779.0,129.0,1338.0
2017-03-09,18.17,12.51,1,1338,0,0.0,1,9551272,1,2017-03-08,,2779.0,129.0,1338.0
2017-04-30,18.17,12.51,1,1338,0,0.0,1,9551297,1,2017-03-08,,2779.0,129.0,1338.0
2017-03-15,104.07,28.69,3,1338,0,0.0,3,9595388,3,2017-03-09,,2779.0,257.0,1338.0
2017-03-30,277.52,76.52,8,1338,0,0.0,8,9595388,8,2017-03-09,,2779.0,257.0,1338.0
2017-03-29,34.69,9.56,1,1338,0,0.0,1,9595388,1,2017-03-09,,2779.0,257.0,1338.0
2017-04-05,34.69,9.56,1,1338,0,0.0,1,9595388,1,2017-03-09,,2779.0,257.0,1338.0
2017-03-24,104.07,28.69,3,1338,0,0.0,3,9595388,3,2017-03-09,,2779.0,257.0,1338.0
2017-03-23,69.38,19.13,2,1338,0,0.0,2,9595388,2,2017-03-09,,2779.0,257.0,1338.0
2017-03-30,34.69,9.56,1,1338,0,0.0,1,9595393,1,2017-03-09,,2779.0,257.0,1338.0
2017-03-15,34.69,9.56,1,1338,0,0.0,1,9595393,1,2017-03-09,,2779.0,257.0,1338.0
2017-04-16,69.38,19.13,1,1338,0,0.0,1,9595393,1,2017-03-09,,2779.0,257.0,1338.0
2017-03-11,35.52,16.55,1,1338,0,0.0,1,9600511,1,2017-03-09,,2779.0,257.0,1338.0
2017-04-10,35.52,16.55,1,1338,0,0.0,1,9600515,1,2017-03-09,,2779.0,257.0,1338.0
2017-03-26,35.52,16.55,1,1338,0,0.0,1,9600524,1,2017-03-09,,2779.0,257.0,1338.0
2017-03-28,19.82,12.51,1,1338,0,0.0,1,9725520,1,2017-03-11,,2779.0,262.0,1338.0
2017-04-16,19.82,12.51,1,1338,0,0.0,1,9725520,1,2017-03-11,,2779.0,262.0,1338.0
2017-04-10,19.82,12.51,1,1338,0,0.0,1,9725520,1,2017-03-11,,2779.0,262.0,1338.0
2017-04-27,19.82,12.51,1,1338,0,0.0,1,9725520,1,2017-03-11,,2779.0,262.0,1338.0
2017-03-26,19.82,12.51,1,1338,0,0.0,1,9725520,1,2017-03-11,,2779.0,262.0,1338.0
2017-04-09,59.47,37.52,3,1338,0,0.0,3,9725520,3,2017-03-11,,2779.0,262.0,1338.0
2017-04-18,19.82,12.51,1,1338,0,0.0,1,9725520,1,2017-03-11,,2779.0,262.0,1338.0
2017-04-17,19.82,12.51,1,1338,0,0.0,1,9725520,1,2017-03-11,,2779.0,262.0,1338.0
2017-03-24,19.82,12.51,1,1338,0,0.0,1,9725520,1,2017-03-11,,2779.0,262.0,1338.0
2017-04-12,19.82,12.51,1,1338,0,0.0,1,9725520,1,2017-03-11,,2779.0,262.0,1338.0
2017-04-02,23.13,11.04,1,1338,0,0.0,1,9725534,1,2017-03-11,,2779.0,262.0,1338.0
2017-03-30,19.82,12.51,1,1338,0,0.0,1,9725538,1,2017-03-11,,2779.0,262.0,1338.0
2017-04-28,19.82,12.51,1,1338,0,0.0,1,9725543,1,2017-03-11,,2779.0,262.0,1338.0
2017-04-08,21.47,14.35,1,1338,0,0.0,1,9783305,1,2017-03-12,,2779.0,262.0,1338.0
2017-04-01,21.47,14.35,1,1338,0,0.0,1,9783305,1,2017-03-12,,2779.0,262.0,1338.0
2017-04-29,28.91,3.68,1,1338,0,0.0,1,9833325,1,2017-03-13,,2779.0,129.0,1338.0
2017-04-15,16.52,13.98,1,1338,0,0.0,1,10829406,1,2017-03-28,,2779.0,263.0,1338.0
2017-04-19,16.52,13.98,1,1338,0,0.0,1,10829419,1,2017-03-28,,2779.0,263.0,1338.0
2017-04-29,16.52,13.98,1,1338,0,0.0,1,10829433,1,2017-03-28,,2779.0,263.0,1338.0
2017-04-27,16.52,13.98,1,1338,0,0.0,1,10829484,1,2017-03-28,,2779.0,263.0,1338.0
2017-04-04,16.52,13.98,1,1338,0,0.0,1,10829484,1,2017-03-28,,2779.0,263.0,1338.0
2017-04-28,16.52,17.66,1,1338,0,0.0,1,11205314,1,2017-04-04,,1490.0,263.0,1338.0
2017-04-11,23.13,14.72,1,1338,0,0.0,1,11206339,1,2017-04-04,,1490.0,263.0,1338.0
2017-04-21,23.13,14.72,1,1338,0,0.0,1,11207459,1,2017-04-04,,1490.0,263.0,1338.0
2017-04-13,23.13,14.72,1,1338,0,0.0,1,11207459,1,2017-04-04,,1490.0,263.0,1338.0
2017-04-06,92.51,58.86,4,1338,0,0.0,4,11207768,4,2017-04-04,,1490.0,263.0,1338.0
2017-04-20,19.82,12.88,1,1338,0,0.0,1,11247850,1,2017-04-05,,1490.0,262.0,1338.0
2017-04-13,23.95,14.35,1,1338,0,0.0,1,11258770,1,2017-04-05,,1490.0,262.0,1338.0
2017-04-19,47.91,28.69,1,1338,0,0.0,1,11258770,1,2017-04-05,,1490.0,262.0,1338.0
2017-04-15,39.65,32.37,1,1338,0,0.0,1,11258806,1,2017-04-05,,1490.0,262.0,1338.0
2017-04-14,19.82,16.19,1,1338,0,0.0,1,11258815,1,2017-04-05,,1490.0,262.0,1338.0
2017-04-22,16.52,14.35,1,1338,0,0.0,1,11492234,1,2017-04-09,,1490.0,263.0,1338.0
2017-04-17,16.52,14.35,1,1338,0,0.0,1,11492234,1,2017-04-09,,1490.0,263.0,1338.0
2017-04-13,23.13,15.08,1,1338,0,0.0,1,11493371,1,2017-04-09,,1490.0,263.0,1338.0
2017-04-16,16.52,18.03,1,1338,0,0.0,1,11494281,1,2017-04-09,,1490.0,263.0,1338.0
2017-04-26,16.52,18.03,1,1338,0,0.0,1,11494286,1,2017-04-09,,1490.0,263.0,1338.0
2017-04-21,16.52,18.03,1,1338,0,0.0,1,11494300,1,2017-04-09,,1490.0,263.0,1338.0
2017-04-16,49.56,54.08,3,1338,0,0.0,3,11494304,3,2017-04-09,,1490.0,263.0,1338.0
2017-04-23,16.52,18.03,1,1338,0,0.0,1,11494304,1,2017-04-09,,1490.0,263.0,1338.0
2017-04-29,33.04,36.05,1,1338,0,0.0,1,11494304,1,2017-04-09,,1490.0,263.0,1338.0
2017-04-18,49.56,54.08,3,1338,0,0.0,3,11494309,3,2017-04-09,,1490.0,263.0,1338.0
2017-04-15,16.52,14.35,1,1338,0,0.0,1,11496148,1,2017-04-09,,1490.0,263.0,1338.0
2017-04-25,16.52,14.35,1,1338,0,0.0,1,11496162,1,2017-04-09,,1490.0,263.0,1338.0
2017-04-30,16.52,17.66,1,1338,0,0.0,1,11500581,1,2017-04-09,,1490.0,263.0,1338.0
2017-04-25,16.52,17.66,1,1338,0,0.0,1,11500590,1,2017-04-09,,1490.0,263.0,1338.0
2017-04-20,16.52,17.66,1,1338,0,0.0,1,11500590,1,2017-04-09,,1490.0,263.0,1338.0
2017-04-14,16.52,17.66,1,1338,0,0.0,1,11500590,1,2017-04-09,,1490.0,263.0,1338.0
2017-04-23,16.52,17.66,1,1338,0,0.0,1,11500590,1,2017-04-09,,1490.0,263.0,1338.0
2017-04-30,16.52,17.66,1,1338,0,0.0,1,11500590,1,2017-04-09,,1490.0,263.0,1338.0
2017-04-29,49.56,52.97,3,1338,0,0.0,3,11500590,3,2017-04-09,,1490.0,263.0,1338.0
2017-04-21,16.52,17.66,1,1338,0,0.0,1,11500590,1,2017-04-09,,1490.0,263.0,1338.0
2017-04-16,33.04,35.32,2,1338,0,0.0,2,11500590,2,2017-04-09,,1490.0,263.0,1338.0
2017-04-19,16.52,17.66,1,1338,0,0.0,1,11731217,1,2017-04-13,,1490.0,263.0,1338.0
2017-04-30,33.04,35.32,1,1338,0,0.0,1,11731217,1,2017-04-13,,1490.0,263.0,1338.0
2017-04-21,99.11,105.95,6,1338,0,0.0,6,11731281,6,2017-04-13,,1490.0,263.0,1338.0
2017-04-15,82.6,88.29,5,1338,0,0.0,5,11731281,5,2017-04-13,,1490.0,263.0,1338.0
2017-04-14,66.08,70.63,4,1338,0,0.0,4,11731281,4,2017-04-13,,1490.0,263.0,1338.0
2017-04-20,99.11,105.95,6,1338,0,0.0,6,11731281,6,2017-04-13,,1490.0,263.0,1338.0
2017-04-17,82.6,88.29,5,1338,0,0.0,5,11731281,5,2017-04-13,,1490.0,263.0,1338.0
2017-04-22,132.15,141.27,8,1338,0,0.0,8,11731281,8,2017-04-13,,1490.0,263.0,1338.0
2017-04-23,26.43,20.6,1,1338,0,0.0,1,11970979,1,2017-04-16,,1490.0,262.0,1338.0
2017-04-19,75.99,95.65,4,1338,0,0.0,4,11971090,4,2017-04-16,,1490.0,262.0,1338.0
2017-04-26,94.98,119.56,5,1338,0,0.0,5,11971090,5,2017-04-16,,1490.0,262.0,1338.0
2017-04-27,189.97,239.12,10,1338,0,0.0,10,11971090,10,2017-04-16,,1490.0,262.0,1338.0
2017-04-22,18.17,24.28,1,1338,0,0.0,1,11971113,1,2017-04-16,,1490.0,262.0,1338.0
2017-04-23,16.52,17.66,1,1338,0,0.0,1,12030924,1,2017-04-17,,1490.0,129.0,1338.0
2017-04-30,33.04,27.96,1,1338,0,0.0,1,12161965,1,2017-04-19,,1490.0,129.0,1338.0
2017-04-23,16.52,13.98,1,1338,0,0.0,1,12161970,1,2017-04-19,,1490.0,129.0,1338.0
2017-04-26,32.21,57.39,3,1338,0,0.0,3,12401345,3,2017-04-23,,1490.0,130.0,1338.0
2016-11-11,80.94,0.0,0,1338,0,0.0,1,12954786,1,,,,,
2016-10-29,80.94,0.0,0,1338,0,0.0,1,12954786,1,,,,,
2016-11-12,39.65,0.0,0,1338,0,0.0,1,12961157,1,,,,,
2016-08-19,37.99,0.0,0,1338,0,0.0,1,12962466,1,,,,,
2016-08-30,37.99,0.0,0,1338,0,0.0,1,12962476,1,,,,,
2016-09-23,37.99,0.0,0,1338,0,0.0,1,12962481,1,,,,,
2017-01-06,28.91,0.0,0,1338,0,0.0,1,12963609,1,,,,,
2016-08-10,53.69,0.0,0,1338,0,0.0,1,12963615,1,,,,,
2016-12-12,45.43,3.68,1,1338,0,0.0,1,12963615,1,,,,,
2016-09-22,39.65,0.0,0,1338,0,0.0,1,12964575,1,,,,,
2016-12-03,39.65,0.0,0,1338,0,0.0,1,12964575,1,,,,,
2016-11-15,31.39,0.0,0,1338,0,0.0,1,12970210,1,,,,,
2016-12-25,31.39,0.0,0,1338,0,0.0,1,12970210,1,,,,,
2016-08-27,31.39,0.0,0,1338,0,0.0,1,12970210,1,,,,,
2017-01-18,62.77,0.0,0,1338,0,0.0,2,12970210,2,,,,,
2016-12-15,31.39,0.0,0,1338,0,0.0,1,12970210,1,,,,,
2016-10-05,45.43,0.0,0,1338,0,0.0,1,12970220,1,,,,,
2016-10-12,90.86,0.0,0,1338,0,0.0,2,12970220,2,,,,,
2016-10-23,45.43,0.0,0,1338,0,0.0,1,12970220,1,,,,,
2016-09-28,45.43,0.0,0,1338,0,0.0,1,12970220,1,,,,,
2016-10-29,45.43,0.0,0,1338,0,0.0,1,12970226,1,,,,,
2016-10-17,39.65,0.0,0,1338,0,0.0,1,12970232,1,,,,,
2016-09-21,39.65,0.0,0,1338,0,0.0,1,12970232,1,,,,,
2016-09-06,39.65,0.0,0,1338,0,0.0,1,12970232,1,,,,,
2016-10-28,64.42,0.0,0,1338,0,0.0,1,12973803,1,,,,,
2016-10-21,64.42,0.0,0,1338,0,0.0,1,12973803,1,,,,,
2016-11-28,242.83,10927.12,3,1338,0,0.0,3,12975216,3,,,,,
2016-11-03,71.03,0.0,0,1338,0,0.0,1,12975216,1,,,,,
2016-12-01,80.94,3642.37,1,1338,0,0.0,1,12975216,1,,,,,
2016-11-09,80.94,2207.28,1,1338,0,0.0,1,12975216,1,,,,,
2016-10-31,71.03,0.0,0,1338,0,0.0,1,12975216,1,,,,,
2016-10-27,71.03,0.0,0,1338,0,0.0,1,12975223,1,,,,,
2016-11-03,71.03,0.0,0,1338,0,0.0,1,12975223,1,,,,,
2016-10-08,142.06,0.0,0,1338,0,0.0,1,12975223,1,,,,,
2016-09-29,39.65,0.0,0,1338,0,0.0,1,12975224,1,,,,,
2016-09-30,39.65,0.0,0,1338,0,0.0,1,12975224,1,,,,,
2016-09-12,39.65,0.0,0,1338,0,0.0,1,12975228,1,,,,,
2016-10-28,37.17,0.0,0,1338,0,0.0,1,12975239,1,,,,,
2016-10-29,56.16,0.0,0,1338,0,0.0,1,12975244,1,,,,,
2017-01-07,72.68,0.0,0,1338,0,0.0,1,12975456,1,,,,,
2016-10-24,64.42,0.0,0,1338,0,0.0,1,12975456,1,,,,,
2016-10-26,64.42,0.0,0,1338,0,0.0,1,12975461,1,,,,,
2016-11-03,72.68,0.0,0,1338,0,0.0,1,12975461,1,,,,,
2016-11-06,72.68,0.0,0,1338,0,0.0,1,12975461,1,,,,,
2016-11-04,72.68,0.0,0,1338,0,0.0,1,12975461,1,,,,,
2016-11-02,72.68,0.0,0,1338,0,0.0,1,12975461,1,,,,,
2016-11-11,39.65,0.0,0,1338,0,0.0,1,12975467,1,,,,,
2016-11-08,39.65,0.0,0,1338,0,0.0,1,12975473,1,,,,,
2016-12-12,72.68,0.0,0,1338,0,0.0,1,12976578,1,,,,,
2016-10-26,71.86,0.0,0,1338,0,0.0,1,12977038,1,,,,,
2016-12-01,25.6,0.0,0,1338,0,0.0,1,12977043,1,,,,,
2016-09-23,25.6,0.0,0,1338,0,0.0,1,12977043,1,,,,,
2016-11-11,42.95,0.0,0,1338,0,0.0,1,12977061,1,,,,,
2016-11-24,42.95,0.0,0,1338,0,0.0,1,12977069,1,,,,,
2016-11-02,42.95,0.0,0,1338,0,0.0,1,12977069,1,,,,,
2016-11-20,42.95,0.0,0,1338,0,0.0,1,12977069,1,,,,,
2017-01-14,42.95,0.0,0,1338,0,0.0,1,12977069,1,,,,,
2016-11-10,42.95,0.0,0,1338,0,0.0,1,12977069,1,,,,,
2016-10-19,39.65,0.0,0,1338,0,0.0,1,12977389,1,,,,,
2016-08-12,39.65,0.0,0,1338,0,0.0,1,12977393,1,,,,,
2016-08-19,39.65,0.0,0,1338,0,0.0,1,12977393,1,,,,,
2016-09-13,39.65,0.0,0,1338,0,0.0,1,12977393,1,,,,,
2016-10-15,39.65,0.0,0,1338,0,0.0,1,12977397,1,,,,,
2017-01-16,72.68,0.0,0,1338,0,0.0,1,12977403,1,,,,,
2016-12-06,72.68,0.0,0,1338,0,0.0,1,12982990,1,,,,,
2016-12-09,72.68,0.0,0,1338,0,0.0,1,12982990,1,,,,,
2016-12-31,72.68,0.0,0,1338,0,0.0,1,12982990,1,,,,,
2016-11-02,223.01,187.62,5,1338,0,0.0,5,12982995,5,,,,,
2016-12-24,24.78,17.66,1,1338,1,11.04,1,12982995,1,,,,,
2016-12-18,24.78,17.66,1,1338,0,0.0,1,12982995,1,,,,,
2016-10-22,133.8,112.57,3,1338,0,0.0,3,12982995,3,,,,,
2016-11-05,123.89,88.29,5,1338,0,0.0,5,12982995,5,,,,,
2016-11-04,123.89,88.29,5,1338,0,0.0,5,12982995,5,,,,,
2016-11-01,223.01,187.62,5,1338,0,0.0,5,12982995,5,,,,,
2016-12-06,39.65,2593.55,1,1338,0,0.0,1,12985444,1,,,,,
2016-11-19,39.65,2557.5,1,1338,0,0.0,1,12985448,1,,,,,
2016-11-16,79.29,5115.0,1,1338,0,0.0,1,12985452,1,,,,,
2016-12-12,79.29,5334.25,2,1338,0,0.0,2,12985452,2,,,,,
2016-11-27,39.65,2557.5,1,1338,0,0.0,1,12985457,1,,,,,
2016-12-04,39.65,2593.55,1,1338,0,0.0,1,12985457,1,,,,,
2016-11-22,39.65,2557.5,1,1338,0,0.0,1,12985457,1,,,,,
2016-11-18,39.65,2557.5,1,1338,0,0.0,1,12985457,1,,,,,
2016-11-20,158.58,10229.99,3,1338,0,0.0,3,12985457,3,,,,,
2016-11-15,79.29,5115.0,1,1338,1,35.32,1,12985457,1,,,,,
2016-12-07,39.65,2667.13,1,1338,0,0.0,1,12985457,1,,,,,
2016-11-25,39.65,2557.5,1,1338,0,0.0,1,12985461,1,,,,,
2016-11-17,39.65,2557.5,1,1338,0,0.0,1,12985461,1,,,,,
2016-12-23,39.65,14697.15,1,1338,0,0.0,1,12985461,1,,,,,
2017-02-24,31.39,0.0,0,1338,0,0.0,1,12986116,1,,,,,
2016-12-16,31.39,0.0,0,1338,0,0.0,1,12986116,1,,,,,
2017-02-28,31.39,0.0,0,1338,0,0.0,1,12986119,1,,,,,
2016-11-03,64.42,0.0,0,1338,0,0.0,1,12987184,1,,,,,
2017-02-10,64.42,0.0,0,1338,0,0.0,1,12987189,1,,,,,
2017-02-16,64.42,0.0,0,1338,0,0.0,1,12987189,1,,,,,
2017-01-06,64.42,0.0,0,1338,0,0.0,1,12987192,1,,,,,
2016-12-14,56.16,0.0,0,1338,0,0.0,1,12990213,1,,,,,
2016-09-09,19.82,0.0,0,1338,0,0.0,1,13016364,1,,,,,
2016-09-28,19.82,0.0,0,1338,0,0.0,1,13016364,1,,,,,
2016-11-18,19.82,0.0,0,1338,0,0.0,1,13016367,1,,,,,
2016-10-17,19.82,0.0,0,1338,0,0.0,1,13016367,1,,,,,
2017-03-01,42.95,0.0,0,1338,0,0.0,1,13055443,1,,,,,
2016-11-11,42.95,0.0,0,1338,0,0.0,1,13055443,1,,,,,
2016-11-10,28.91,0.0,0,1338,0,0.0,1,13068992,1,,,,,
2017-01-05,28.91,0.0,0,1338,0,0.0,1,13068992,1,,,,,
2016-11-11,28.91,0.0,0,1338,0,0.0,1,13068992,1,,,,,
2016-10-05,57.82,0.0,0,1338,0,0.0,1,13068992,1,,,,,
2016-09-02,28.91,0.0,0,1338,0,0.0,1,13068992,1,,,,,
2016-09-09,28.91,0.0,0,1338,0,0.0,1,13068992,1,,,,,
2016-09-05,28.91,0.0,0,1338,0,0.0,1,13068992,1,,,,,
2016-10-09,28.91,0.0,0,1338,0,0.0,1,13068992,1,,,,,
2016-08-29,28.91,0.0,0,1338,0,0.0,1,13068997,1,,,,,
2017-01-17,79.29,0.0,0,1338,0,0.0,1,13258685,1,,,,,
2016-10-21,66.08,0.0,0,1338,0,0.0,1,13261865,1,,,,,
2016-11-09,66.08,0.0,0,1338,0,0.0,1,13261865,1,,,,,
2016-09-03,66.08,0.0,0,1338,0,0.0,1,13261869,1,,,,,
2017-02-04,45.43,0.0,0,1338,0,0.0,1,13290024,1,,,,,
2017-01-27,39.65,0.0,0,1338,0,0.0,1,13325950,1,,,,,
2016-08-06,39.65,0.0,0,1338,0,0.0,1,13325950,1,,,,,
2017-01-15,81.77,0.0,0,1338,0,0.0,1,13325957,1,,,,,
2016-11-03,26.43,0.0,0,1338,0,0.0,1,13346071,1,,,,,
2016-11-17,26.43,0.0,0,1338,0,0.0,1,13346071,1,,,,,
2016-12-02,80.94,3307.24,1,1338,0,0.0,1,13346071,1,,,,,
2016-10-23,26.43,0.0,0,1338,0,0.0,1,13346071,1,,,,,
2016-12-11,80.94,5114.26,1,1338,0,0.0,1,13346071,1,,,,,
2016-11-01,26.43,0.0,0,1338,0,0.0,1,13346073,1,,,,,
2016-12-06,80.94,3642.37,1,1338,0,0.0,1,13346073,1,,,,,
2016-10-30,26.43,0.0,0,1338,0,0.0,1,13346073,1,,,,,
2016-11-11,78.47,11001.43,1,1338,0,0.0,1,13394851,1,,,,,
2016-11-12,78.47,11001.43,1,1338,0,0.0,1,13394855,1,,,,,
2016-10-01,79.29,0.0,0,1338,0,0.0,1,13394855,1,,,,,
2016-11-03,23.13,0.0,0,1338,0,0.0,1,13410907,1,,,,,
2017-02-14,40.47,0.0,0,1338,0,0.0,1,13528667,1,,,,,
2017-02-06,40.47,0.0,0,1338,0,0.0,1,13528667,1,,,,,
2016-12-25,31.39,0.0,0,1338,0,0.0,1,13546226,1,,,,,
2016-09-16,37.99,0.0,0,1338,0,0.0,1,13568190,1,,,,,
2016-08-05,37.99,0.0,0,1338,0,0.0,1,13568191,1,,,,,
2016-09-15,37.99,0.0,0,1338,0,0.0,1,13568191,1,,,,,
2016-11-22,75.99,0.0,0,1338,0,0.0,1,13568191,1,,,,,
2016-11-28,37.99,0.0,0,1338,0,0.0,1,13568191,1,,,,,
2016-12-22,37.99,0.0,0,1338,0,0.0,1,13568196,1,,,,,
2016-11-11,37.99,0.0,0,1338,0,0.0,1,13593881,1,,,,,
2017-01-14,81.77,0.0,0,1338,0,0.0,1,13598273,1,,,,,
2016-09-23,39.65,0.0,0,1338,0,0.0,1,13598683,1,,,,,
2016-11-09,42.95,0.0,0,1338,0,0.0,1,13607178,1,,,,,
2017-03-22,44.6,0.0,0,1338,0,0.0,1,13610597,1,,,,,
2016-11-28,80.94,0.0,0,1338,0,0.0,1,13610606,1,,,,,
2017-03-28,42.95,0.0,0,1338,0,0.0,1,13612468,1,,,,,
2016-12-19,31.39,0.0,0,1338,0,0.0,1,13612870,1,,,,,
2017-02-24,31.39,0.0,0,1338,0,0.0,1,13612870,1,,,,,
2016-09-05,37.99,0.0,0,1338,0,0.0,1,13623889,1,,,,,
2016-08-24,37.99,0.0,0,1338,0,0.0,1,13623889,1,,,,,
2016-10-13,99.11,0.0,0,1338,1,44.15,1,13624216,1,,,,,
2017-03-26,73.51,0.0,0,1338,0,0.0,1,13646183,1,,,,,
2017-02-12,64.42,0.0,0,1338,0,0.0,1,9363,1,,,,,
2016-11-18,72.68,0.0,0,1338,0,0.0,1,9363,1,,,,,
2016-11-02,72.68,0.0,0,1338,0,0.0,1,9364,1,,,,,
2016-11-21,31.39,2229.35,1,1338,0,0.0,1,10276,1,,,,,
2016-11-20,125.55,8917.4,3,1338,0,0.0,3,10276,3,,,,,
